Year,PC Name,PC No,Type,State,Winning Candidate,Party,Electors,Votes,Margin
2009,Vizianagaram,20,GEN,Andhra Pradesh,Jhansi Lakshmi Botcha,Indian National Congress,1323238,1024364,60571
2009,Warangal,15,SC,Andhra Pradesh,Rajaiah Siricilla,Indian National Congress,1486617,1031522,124661
2009,Wardha,8,GEN,Maharashtra,Datta Meghe,Indian National Congress,1408781,769846,95918
2009,Wayanad,4,GEN,Kerala,M.I. Shanavas,Indian National Congress,1102097,825047,153439
2009,West Delhi,6,GEN,Delhi,Mahabal Mishra,Indian National Congress,1687727,884241,129010
2009,Yavatmal-Washim,14,GEN,Maharashtra,Bhavana Gawali (Patil),Shiv Sena,1554042,840574,56951
2009,Zahirabad,5,GEN,Andhra Pradesh,Suresh Kumar Shetkar,Indian National Congress,1359566,1021137,17407
2004,Adilabad,35,GEN,Andhra Pradesh,Madhusudhan Reddy Takkala,Telangana Rashtra Samithi,"1,140,834.00","830,601.00",40974
2004,Adoor,17,GEN,Kerala,Chengara Surendran,Communist Party Of India,960122,682227,54534
2004,Agra,69,GEN,Uttar Pradesh,Raj Babbar,Samajwadi Party,1430713,642675,57342
2004,Ahmedabad,10,GEN,Gujarat,Harin Pathak,Bharatiya Janta Party,1382793,548391,77605
2004,Ahmednagar,39,GEN,Maharashtra,Gadakh Tukaram Gangadhar,Nationalist Congress Party,1295593,686554,75077
2004,Ajmer,12,GEN,Rajasthan,Rasa Singh Rawat,Bharatiya Janta Party,1203803,529138,127976
2004,Akbarpur,23,GEN,Uttar Pradesh,Maya Wati,Bahujan Samaj Party,1446088,741543,58269
2004,Akola,19,GEN,Maharashtra,Dhotre Sanjay Shamrao,Bharatiya Janta Party,1271055,734524,106371
2004,Aligarh,72,GEN,Uttar Pradesh,Bijendra Singh,Indian National Congress,1341254,633500,2791
2004,Alipurduars,2,ST,West Bengal,Joachim Baxla,Revolutionary Socialist Party,1045042,837257,145124
2004,Allahabad,52,GEN,Uttar Pradesh,Raman Singh,Samajwadi Party,1558094,656450,28383
2004,Alleppey,15,GEN,Kerala,Dr. K. S. Manoj,Communist Party Of India (MARXIST),971154,728156,1009
2004,Almora,3,SC,Uttarakhand,Bachi Singh Rawat,Bharatiya Janta Party,1012756,504756,10052
2004,Alwar,8,GEN,Rajasthan,Dr. Karan Singh Yadav,Indian National Congress,1262622,540451,8371
2004,Amalapuram,9,SC,Andhra Pradesh,G.V. Harsha Kumar,Indian National Congress,904207,702715,41485
2004,Ambala,1,SC,Haryana,Selja,Indian National Congress,1199338,847673,234935
2004,Amethi,21,GEN,Uttar Pradesh,Rahul Gandhi,Indian National Congress,1324991,589559,290853
2004,Amravati,21,GEN,Maharashtra,Anant Gudhe,Shiv Sena,1204881,675653,14234
2004,Amreli,7,GEN,Gujarat,Nilaben Virjibhai Thummar,Indian National Congress,1025515,475548,2030
2004,Amritsar,2,GEN,Punjab,Navjot Singh Sidhu,Bharatiya Janta Party,1292902,711808,109532
2004,Amroha,2,GEN,Uttar Pradesh,Harish Nagpal,Independent,1342541,885155,17884
2004,Anakapalli,6,GEN,Andhra Pradesh,Chalapathirao Pappala,Telugu Desam,1023113,781746,15414
2004,Anand,20,GEN,Gujarat,Solanki Bharatsinh Madhavsinh,Indian National Congress,1145550,591698,61085
2004,Anantapur,25,GEN,Andhra Pradesh,Anantha Venkata Rami Reddy,Indian National Congress,1280923,873370,73404
2004,Anantnag,3,GEN,Jammu & Kashmir,Mehbooba Mufti,Jammu & Kashmir Peoples Democratic Party,998905,146632,38938
2004,Andaman & Nicobar Islands,1,GEN,Andaman & Nicobar Islands,Manoranjan Bhakta,Indian National Congress,241645,153804,30500
2004,Aonla,7,GEN,Uttar Pradesh,Kunwar Sarvraj Singh,Janata Dal (United),1145865,536458,6871
2004,Arakkonam,6,SC,Tamil Nadu,"Velu, R.",Pattali Makkal Katchi,1160259,773529,102196
2004,Arambagh,28,GEN,West Bengal,Anil Basu,Communist Party Of India (MARXIST),1187610,961186,592502
2004,Araria,22,GEN,Bihar,Sukdeo Paswan,Bharatiya Janta Party,1184962,652439,27744
2004,Arrah,33,GEN,Bihar,Kanti Singh,Rashtriya Janata Dal,1360794,787780,149743
2004,Arunachal East,2,GEN,Arunachal Pradesh,Tapir Gao,Bharatiya Janta Party,289606,162704,44994
2004,Arunachal West,1,GEN,Arunachal Pradesh,Kiren Rijiju,Bharatiya Janta Party,394428,220618,47424
2004,Asansol,38,SC,West Bengal,Bikash Chowdhury,Communist Party Of India (MARXIST),1092141,724790,124318
2004,Aska,10,GEN,Orissa,Hari Har Swain,Biju Janata Dal,1254942,682598,132602
2004,Aurangabad,33,GEN,Maharashtra,Chandrakant Khaire,Shiv Sena,1636117,911532,121923
2004,Aurangabad,37,GEN,Bihar,Nikhil Kumar,Indian National Congress,1401973,767159,7460
2004,Autonomous District,3,ST,Assam,Biren Singh Engti,Indian National Congress,579284,401612,24129
2004,Azamgarh,41,SC,Uttar Pradesh,Ramakant Yadav,Bahujan Samaj Party,1425023,711356,6968
2004,Badagara,3,GEN,Kerala,P. Satheedevi,Communist Party Of India (MARXIST),1092826,826054,130589
2004,Bagaha,1,GEN,Bihar,Kailash Baitha,Janata Dal (United),1160275,570814,65375
2004,Bagalkot,27,GEN,Karnataka,Gaddigoudar Parvatagouda Chandanagouda,Bharatiya Janta Party,1324829,866238,167383
2004,Baghpat,77,GEN,Uttar Pradesh,Ajit Singh,Rashtriya Lok Dal,1570374,656864,220638
2004,Bahraich,27,SC,Uttar Pradesh,Rubab Sayeda,Samajwadi Party,1423646,549535,26334
2004,Balaghat,12,ST,Madhya Pradesh,Gauri Shankar Chaturbhuj Bisen,Bharatiya Janta Party,1000341,608869,88089
2004,Balasore,2,ST,Orissa,Mahamegha Bahan Aira Kharbela Swain,Bharatiya Janta Party,1330406,948450,236955
2004,Balia,19,GEN,Bihar,Suraj Singh,Lok Jan Shakti Party,1181597,632330,76227
2004,Ballia,39,GEN,Uttar Pradesh,Chandra Shekhar,Samajwadi Janata Party (RASHTRIYA),1430300,619531,81054
2004,Balrampur,28,GEN,Uttar Pradesh,Brij Bhushan Sharan Singh,Bharatiya Janta Party,1316006,698106,52613
2004,Balurghat,6,GEN,West Bengal,Ranen Barman,Revolutionary Socialist Party,1129369,920808,71146
2004,Banaskantha,14,GEN,Gujarat,Chavda Harisinhaji Pratapsinhaji,Indian National Congress,1311847,642570,6928
2004,Banda,55,GEN,Uttar Pradesh,Shyama Charan Gupt,Samajwadi Party,1283915,526286,56304
2004,Bangalore North,12,GEN,Karnataka,Dr. H.T. Sangliana,Bharatiya Janta Party,2133579,1157337,30358
2004,Bangalore South,13,GEN,Karnataka,Ananth Kumar,Bharatiya Janta Party,1620352,800632,62271
2004,Banka,26,GEN,Bihar,Giridhari Yadav,Rashtriya Janata Dal,1213614,713888,4669
2004,Bankura,35,GEN,West Bengal,Acharia Basudeb,Communist Party Of India (MARXIST),1020046,691958,230329
2004,Bansgaon,33,GEN,Uttar Pradesh,Mahaveer Prasad,Indian National Congress,1441224,632098,16441
2004,Banswara,16,GEN,Rajasthan,Dhan Singh Rawat,Bharatiya Janta Party,1373808,665376,21683
2004,Bapatla,16,GEN,Andhra Pradesh,Daggubati Purandareswari,Indian National Congress,948929,733677,94082
2004,Bara Banki,25,GEN,Uttar Pradesh,Kamla Prasad,Bahujan Samaj Party,1214993,540219,20922
2004,Baramati,43,GEN,Maharashtra,Pawar Sharadchandra Govindrao,Nationalist Congress Party,1846635,892726,422975
2004,Baramulla,1,GEN,Jammu & Kashmir,Abdul Rashid Shaheen,Jammu & Kashmir National Conference,940998,334122,9895
2004,Barasat,13,SC,West Bengal,Subrata Bose,All India Forward Bloc,1388017,1148662,12160
2004,Bareilly,8,GEN,Uttar Pradesh,Santosh Gangwar,Bharatiya Janta Party,1556024,822839,59644
2004,Barh,18,GEN,Bihar,Vijay Krishna,Rashtriya Janata Dal,1242851,864069,37688
2004,Barmer,23,GEN,Rajasthan,Manvendra Singh,Bharatiya Janta Party,1639188,1046857,271888
2004,Baroda,22,GEN,Gujarat,Jayaben Thakkar,Bharatiya Janta Party,1656867,651977,6603
2004,Barpeta,6,GEN,Assam,A. F. Golam Osmani,Indian National Congress,1075749,762614,68125
2004,Barrackpore,19,SC,West Bengal,Tarit Baran Topdar,Communist Party Of India (MARXIST),981008,792471,165071
2004,Basirhat,14,SC,West Bengal,Ajay Chakraborty,Communist Party Of India,1107129,906003,182084
2004,Bastar,9,GEN,Chhattisgarh,Baliram Kashyap,Bharatiya Janta Party,1039442,450417,54373
2004,Basti,30,GEN,Uttar Pradesh,Lal Mani Prasad,Bahujan Samaj Party,1416526,576389,25374
2004,Bayana,10,SC,Rajasthan,Ramswaroop Koli,Bharatiya Janta Party,1197119,489456,59624
2004,Beed,34,GEN,Maharashtra,Jaisingrao Gaikwad Patil,Nationalist Congress Party,1319891,882532,47412
2004,Begusarai,30,GEN,Bihar,Rajiv Ranjan Singh,Janata Dal (United),1280963,678647,20491
2004,Belgaum,25,GEN,Karnataka,Angadi Suresh Chanabasappa,Bharatiya Janta Party,1354182,892332,84753
2004,Bellary,5,SC,Karnataka,G. Karunakara Reddy,Bharatiya Janta Party,1423161,949652,31679
2004,Berhampore,10,GEN,West Bengal,Adhir Ranjan Chowdhury,Indian National Congress,1220502,987380,98901
2004,Berhampur,11,GEN,Orissa,Chandra Sekhar Sahu,Indian National Congress,1195391,719853,51657
2004,Bettiah,2,GEN,Bihar,Raghunath Jha,Rashtriya Janata Dal,1278163,569868,24671
2004,Betul,17,GEN,Madhya Pradesh,Khandelwal Vijay Kumar (MUNNI BHAIA),Bharatiya Janta Party,1122830,547321,157540
2004,Bhadrachalam,5,ST,Andhra Pradesh,Midiyam Babu Rao,Communist Party Of India (MARXIST),1193297,822860,53806
2004,Bhadrak,3,GEN,Orissa,Arjun Charan Sethi,Biju Janata Dal,1350755,931990,94769
2004,Bhagalpur,27,GEN,Bihar,Sushil Kumar Modi,Bharatiya Janta Party,1388037,757266,117853
2004,Bhandara,24,GEN,Maharashtra,Patle Shishupal Natthu,Bharatiya Janta Party,1006061,679727,3009
2004,Bharatpur,9,SC,Rajasthan,Vishvendra Singh,Bharatiya Janta Party,1189295,575896,111349
2004,Bhatinda,11,GEN,Punjab,Paramjit Kaur Gulshan,Shiromani Akali Dal,1285978,763164,62642
2004,Bhavnagar,8,SC,Gujarat,Rana Rajendrasinh Ghanashyamsinh (RAJUBHAI RANA),Bharatiya Janta Party,1236416,444803,80426
2004,Bhilwara,20,ST,Rajasthan,Vijayendrapal Singh,Bharatiya Janta Party,1233703,618965,60652
2004,Bhind,2,SC,Madhya Pradesh,Dr. Ramlakhan Singh,Bharatiya Janta Party,1388299,606013,6946
2004,Bhiwani,8,GEN,Haryana,Kuldeep Bishnoi,Indian National Congress,1192271,870670,24404
2004,Bhopal,19,GEN,Madhya Pradesh,Kailash Joshi,Bharatiya Janta Party,1847544,857893,306005
2004,Bhubaneswar,9,GEN,Orissa,Prasanna Kumar Patasani,Biju Janata Dal,1491536,853667,112279
2004,Bidar,1,GEN,Karnataka,Ramchandra Veerappa,Bharatiya Janta Party,1372985,814933,23621
2004,Bijapur,28,SC,Karnataka,Basanagouda R Patil(YATNAL),Bharatiya Janta Party,1328325,788537,37533
2004,Bijnor,1,GEN,Uttar Pradesh,Munshiram S/o Sri Ramcharan Singh,Rashtriya Lok Dal,1355437,705729,80175
2004,Bikaner,2,SC,Rajasthan,Dharmendra,Bharatiya Janta Party,1900686,1075059,57175
2004,Bikramganj,36,GEN,Bihar,Ajit Kumar Singh,Janata Dal (United),1298849,733925,58801
2004,Bilaspur,4,GEN,Chhattisgarh,Punnulal Mohle,Bharatiya Janta Party,1411786,621304,81553
2004,Bilhaur,60,GEN,Uttar Pradesh,Raja Ram Pal,Bahujan Samaj Party,1369589,641369,24402
2004,Birbhum,42,GEN,West Bengal,Ram Chandra Dome,Communist Party Of India (MARXIST),1029870,721560,191612
2004,Bobbili,3,GEN,Andhra Pradesh,Kondapalli Pydithalli Naidu,Telugu Desam,976012,745517,31348
2004,Bolangir,16,SC,Orissa,Sangeeta Kumari Singh Deo,Bharatiya Janta Party,1099775,728372,100682
2004,Bolpur,41,SC,West Bengal,Somnath Chatterjee,Communist Party Of India (MARXIST),1035012,767695,310305
2004,Broach,23,ST,Gujarat,Vasava Mansukhbhai Dhanjibhai,Bharatiya Janta Party,1239670,680519,72202
2004,Budaun,6,GEN,Uttar Pradesh,Saleem Iqbal Shervani,Samajwadi Party,1200435,590006,51322
2004,Bulandshahr,74,SC,Uttar Pradesh,Kalyan Singh,Bharatiya Janta Party,1226141,685228,16651
2004,Buldhana,18,GEN,Maharashtra,Adsul Anandrao Vithoba,Shiv Sena,1196627,760202,59907
2004,Bulsar,26,ST,Gujarat,Kishanbhai Vestabhai Patel,Indian National Congress,1319778,689966,44486
2004,Burdwan,39,GEN,West Bengal,Nikhilananda Sar,Communist Party Of India (MARXIST),1221820,994003,471351
2004,Buxar,34,SC,Bihar,Lalmuni Chaubey,Bharatiya Janta Party,1222441,649116,54866
2004,Calcutta North East,22,GEN,West Bengal,Md. Salim,Communist Party Of India (MARXIST),803853,567774,73780
2004,Calcutta North West,21,GEN,West Bengal,Sudhangshu Seal,Communist Party Of India (MARXIST),609204,359642,43004
2004,Calcutta South,23,GEN,West Bengal,Mamata Banerjee,All India Trinamool Congress,1096709,770828,98429
2004,Calicut,4,GEN,Kerala,M. P. Veerendra Kumar,Janata Dal (Secular),1110149,779220,65326
2004,Cannanore,2,GEN,Kerala,A. P. Abdullakutty,Communist Party Of India (MARXIST),1088892,858386,83849
2004,Chail,53,SC,Uttar Pradesh,Shailendra Kumar,Samajwadi Party,1484115,555332,630
2004,Chamarajanagar,15,GEN,Karnataka,M. Shivanna,Janata Dal (Secular),1189973,852745,43989
2004,Chandauli,47,GEN,Uttar Pradesh,Kailash Nath Singh Yadav,Bahujan Samaj Party,1580853,704386,1669
2004,Chandigarh,1,GEN,Chandigarh,Pawan Kumar Bansal,Indian National Congress,527684,269818,45248
2004,Chandni Chowk,5,SC,Delhi,Kapil Sibal,Indian National Congress,337462,179003,79415
2004,Chandrapur,26,GEN,Maharashtra,Ahir Hansraj Gangaram,Bharatiya Janta Party,1329746,840271,59823
2004,Chapra,7,GEN,Bihar,Lalu Prasad,Rashtriya Janata Dal,1164917,446031,60423
2004,Chatra,4,GEN,Jharkhand,Dhirendra Agarwal,Rashtriya Janata Dal,978364,435488,18855
2004,Chengalpattu,5,GEN,Tamil Nadu,"Moorthy, A.K.",Pattali Makkal Katchi,1167736,757406,148724
2004,Chhindwara,16,GEN,Madhya Pradesh,Kamal Nath,Indian National Congress,1145107,752439,63708
2004,Chhota Udaipur,21,ST,Gujarat,Naranbhai Rathwa,Indian National Congress,1065416,556493,36239
2004,Chidambaram,12,GEN,Tamil Nadu,"Ponnuswamy, E.",Pattali Makkal Katchi,1125487,741925,87651
2004,Chikballapur,9,ST,Karnataka,R.L. Jalappa,Indian National Congress,1314311,929379,60022
2004,Chikkodi,26,GEN,Karnataka,Jigajinagi Ramesh Chandappa,Bharatiya Janta Party,1184275,836452,43492
2004,Chikmagalur,20,GEN,Karnataka,D. C. Srikantappa,Bharatiya Janta Party,1121327,817048,73672
2004,Chimur,25,GEN,Maharashtra,Shivankar Mahadeorao Sukaji,Bharatiya Janta Party,1113832,774672,98774
2004,Chirayinkil,19,GEN,Kerala,Varkala Radhakrishnan,Communist Party Of India (MARXIST),1020604,668280,50745
2004,Chitradurga,7,GEN,Karnataka,N.Y. Hanumanthappa,Indian National Congress,1316427,917046,37460
2004,Chittoor,21,GEN,Andhra Pradesh,D.K. Audikesavulu,Telugu Desam,1170325,874425,62138
2004,Chittorgarh,19,ST,Rajasthan,Shrichand Kriplani,Bharatiya Janta Party,1385950,670995,135770
2004,Churu,3,GEN,Rajasthan,Ramsingh Kaswan,Bharatiya Janta Party,1371821,832555,29854
2004,Coimbatore,20,GEN,Tamil Nadu,"Subbarayan, K.",Communist Party Of India,1584223,877688,164505
2004,Contai,31,GEN,West Bengal,Prasanta Pradhan,Communist Party Of India (MARXIST),1081102,921634,59190
2004,Cooch Behar,1,SC,West Bengal,Hiten Barman,All India Forward Bloc,1148934,947381,226569
2004,Cuddalore,11,GEN,Tamil Nadu,Venkatapathy. K,Dravida Munetra Kazhagam,1206876,758178,131352
2004,Cuddapah,23,GEN,Andhra Pradesh,Y.S. Vivekananda Reddy,Indian National Congress,1143505,814047,131674
2004,Cuttack,6,GEN,Orissa,Bhartruhari Mahtab,Biju Janata Dal,1236228,820082,173198
2004,Dadra & Nagar Haveli,1,GEN,Dadra & Nagar Haveli,Delkar Mohanbhai Sanjibhai,Bharatiya Navshakti Party,122681,84699,12893
2004,Dahanu,11,GEN,Maharashtra,Shingada Damodar Barku,Indian National Congress,1605119,683263,63363
2004,Dahod,17,GEN,Gujarat,Katara Babubhai Khimabhai,Bharatiya Janta Party,1212453,517809,361
2004,Daman And Diu,1,GEN,Daman & Diu,Patel Dahyabhai Vallabhbhai,Indian National Congress,79232,55590,607
2004,Damoh,7,GEN,Madhya Pradesh,Chandrabhan Bhaiya,Bharatiya Janta Party,1398539,591038,94595
2004,Darbhanga,15,GEN,Bihar,Md. Ali Ashraf Fatmi,Rashtriya Janata Dal,1202456,764102,143463
2004,Darjeeling,4,GEN,West Bengal,Dawa Narbula,Indian National Congress,1249238,886298,101416
2004,Dausa,7,GEN,Rajasthan,Sachin Pilot,Indian National Congress,1462752,715613,114865
2004,Davangere,6,ST,Karnataka,G.M. Siddeswara,Bharatiya Janta Party,1332608,908840,32676
2004,Delhi Sadar,6,GEN,Delhi,Jagdish Tytler,Indian National Congress,471813,271552,15974
2004,Deogarh,18,GEN,Orissa,Dharmendra Pradhan,Bharatiya Janta Party,1219887,823184,79096
2004,Deoria,37,GEN,Uttar Pradesh,Mohan Singh,Samajwadi Party,1569719,730406,52226
2004,Dhanbad,7,GEN,Jharkhand,Chandra Shekhar Dubey,Indian National Congress,1749456,941715,119378
2004,Dhandhuka,9,GEN,Gujarat,Varma Ratilal Kalidas,Bharatiya Janta Party,1156178,516531,22794
2004,Dhar,25,ST,Madhya Pradesh,Chhatar Singh Darbar,Bharatiya Janta Party,1325680,702989,32611
2004,Dharmapuri,13,SC,Tamil Nadu,"Senthil, Dr. R.",Pattali Makkal Katchi,1295521,707804,216090
2004,Dharwad North,24,GEN,Karnataka,Pralhad Joshi,Bharatiya Janta Party,1250578,809816,83078
2004,Dharwad South,23,GEN,Karnataka,Kunnur Manjunath Channappa,Bharatiya Janta Party,1204353,865016,145112
2004,Dhenkanal,19,GEN,Orissa,Tathagata Satapathy,Biju Janata Dal,1174787,790179,122882
2004,Dhubri,4,GEN,Assam,Anwar Hussain,Indian National Congress,1149939,863463,116622
2004,Dhule,14,GEN,Maharashtra,Chaurey Bapu Hari,Indian National Congress,1226114,455308,7765
2004,Diamond Harbour,17,GEN,West Bengal,Samik Lahiri,Communist Party Of India (MARXIST),1102946,835475,153784
2004,Dibrugarh,13,GEN,Assam,Sarbananda Sonowal,Asom Gana Parisad,969905,631416,18554
2004,Dindigul,23,GEN,Tamil Nadu,"Chitthan, N. S. V.",Indian National Congress,1137313,688646,155171
2004,Domariaganj,31,SC,Uttar Pradesh,Mohd. Muqueem,Bahujan Samaj Party,1350045,643127,52902
2004,Dum Dum,20,SC,West Bengal,Amitava Nandy,Communist Party Of India (MARXIST),1543705,1245065,98252
2004,Dumka,2,ST,Jharkhand,Shibu Soren,Jharkhand Mukti Morcha,1083200,625043,115015
2004,Durg,10,ST,Chhattisgarh,Tarachand Sahu,Bharatiya Janta Party,1462883,761323,61468
2004,Durgapur,37,SC,West Bengal,Sunil Khan,Communist Party Of India (MARXIST),1150939,844777,277508
2004,East Delhi,4,GEN,Delhi,Sandeep Dikshit,Indian National Congress,2606589,1190884,229779
2004,Eluru,11,GEN,Andhra Pradesh,Kavuru Samba Siva Rao,Indian National Congress,1151672,894854,123291
2004,Erandol,16,GEN,Maharashtra,Annasaheb M. K. Patil,Bharatiya Janta Party,1214861,609392,8141
2004,Ernakulam,11,GEN,Kerala,Dr. Sebastian Paul,Independent,1069131,657891,70099
2004,Etah,67,SC,Uttar Pradesh,Ku. Devendra Singh Yadav,Samajwadi Party,1128519,587065,51335
2004,Etawah,62,GEN,Uttar Pradesh,Raghuraj Singh Shakya,Samajwadi Party,1264620,703901,190157
2004,Faizabad,24,GEN,Uttar Pradesh,Mitrasen,Bahujan Samaj Party,1326533,686478,33486
2004,Faridabad,6,GEN,Haryana,Avtar Singh Bhadana,Indian National Congress,1546578,844647,151929
2004,Faridkot,12,GEN,Punjab,Sukhbir Singh Badal,Shiromani Akali Dal,1262934,893428,135279
2004,Farrukhabad,64,GEN,Uttar Pradesh,Chandra Bhushan Singh (MUNNOO BABU),Samajwadi Party,1366501,665458,2745
2004,Fatehpur,54,GEN,Uttar Pradesh,Mahendra Prasad Nishad,Bahujan Samaj Party,1279387,506655,52568
2004,Ferozepur,13,GEN,Punjab,Zora Singh Maan,Shiromani Akali Dal,1302221,867635,11539
2004,Firozabad,68,SC,Uttar Pradesh,Ram Ji Lal Suman,Samajwadi Party,1305888,531305,54788
2004,Gandhinagar,11,GEN,Gujarat,Lal Krishna Advani,Bharatiya Janta Party,2126829,845212,217138
2004,Ganganagar,1,SC,Rajasthan,Nihalchand Meghwal,Bharatiya Janta Party,1337857,720451,7393
2004,Garhwal,2,GEN,Uttarakhand,Maj. Gen. ( RETD) BHUWAN CHANDRA KHANDURI (AVSM),Bharatiya Janta Party,1081299,499546,50962
2004,Gauhati,7,GEN,Assam,Kirip Chaliha,Indian National Congress,1441360,881696,61151
2004,Gaya,40,SC,Bihar,Rajesh Kumar Manjhi,Rashtriya Janata Dal,1436323,883374,102934
2004,Ghatampur,59,GEN,Uttar Pradesh,Radhey Shyam Kori,Samajwadi Party,1207492,504722,10312
2004,Ghazipur,46,GEN,Uttar Pradesh,Afajal Ansari,Samajwadi Party,1476687,869032,226777
2004,Ghosi,40,GEN,Uttar Pradesh,Chandradeo Prasad Rajbhar,Samajwadi Party,1427284,721463,21012
2004,Giridih,6,GEN,Jharkhand,Tek Lal Mahto,Jharkhand Mukti Morcha,1312691,714371,149794
2004,Gobichettipalayam,19,SC,Tamil Nadu,"Elangovan, E. V. K. S.",Indian National Congress,1052350,677523,214477
2004,Godda,3,GEN,Jharkhand,Furkan Ansari,Indian National Congress,1338939,831337,26754
2004,Godhra,18,GEN,Gujarat,Solanki Bhupendrasinh Prabhatsinh,Bharatiya Janta Party,1143516,537101,53719
2004,Gonda,29,GEN,Uttar Pradesh,Kirti Vardhan Singh Alias Raja Bhaiya,Samajwadi Party,1391430,606618,36998
2004,Gopalganj,4,GEN,Bihar,Anirudh Prasad Alias Sadhu Yadav,Rashtriya Janata Dal,1231178,694487,192919
2004,Gorakhpur,34,SC,Uttar Pradesh,Aditya Nath,Bharatiya Janta Party,1432002,689217,142039
2004,Gulbarga,2,GEN,Karnataka,Iqbal Ahmed Saradgi,Indian National Congress,1439006,827038,57471
2004,Guna,4,GEN,Madhya Pradesh,Jyotiraditya Madhavrao Scindia,Indian National Congress,1422045,668208,86360
2004,Guntur,15,GEN,Andhra Pradesh,Rayapati Sambasiva Rao,Indian National Congress,1172954,820124,129792
2004,Gurdaspur,1,GEN,Punjab,Vinod Khanna,Bharatiya Janta Party,1210260,785813,24983
2004,Gwalior,3,GEN,Madhya Pradesh,Ramsevak Singh ( BABUJI),Indian National Congress,1381464,564497,35864
2004,Hajipur,8,GEN,Bihar,Ram Vilas Paswan,Lok Jan Shakti Party,1208834,773565,237801
2004,Hamirpur,4,SC,Himachal Pradesh,Suresh Chandel,Bharatiya Janta Party,1064238,649994,1615
2004,Hamirpur,56,SC,Uttar Pradesh,Rajnarayan Alias Rajju Mahraj,Samajwadi Party,1185235,604055,37154
2004,Hanamkonda,38,GEN,Andhra Pradesh,B.Vinod Kumar,Telangana Rashtra Samithi,1207089,831324,217067
2004,Hapur,75,GEN,Uttar Pradesh,Surendra Prakash Goyal,Indian National Congress,1806830,799663,42363
2004,Hardoi,15,GEN,Uttar Pradesh,Usha Verma,Samajwadi Party,1213260,522063,39203
2004,Hardwar,5,GEN,Uttarakhand,Rajendra Kumar,Samajwadi Party,914440,486341,37659
2004,Hassan,19,GEN,Karnataka,H D Devegowda,Janata Dal (Secular),1292878,910103,190305
2004,Hathras,71,GEN,Uttar Pradesh,Kishan Lal Diler,Bharatiya Janta Party,1212983,492076,22837
2004,Hazaribagh,14,GEN,Jharkhand,Bhubneshwar Prasad Mehta,Communist Party Of India,1180058,705438,105328
2004,Hindupur,24,GEN,Andhra Pradesh,Nizamoddin,Indian National Congress,1179211,865406,1840
2004,Hingoli,29,GEN,Maharashtra,Suryakanta Patil,Nationalist Congress Party,1189303,727547,12545
2004,Hissar,9,GEN,Haryana,Jai Parkash,Indian National Congress,1136762,769679,182768
2004,Hooghly,27,GEN,West Bengal,Rupchand Pal,Communist Party Of India (MARXIST),1161683,919683,166966
2004,Hoshangabad,18,GEN,Madhya Pradesh,Sartaj Singh,Bharatiya Janta Party,1287203,633736,136409
2004,Hoshiarpur,6,GEN,Punjab,Avinash Rai Khanna,Bharatiya Janta Party,1137423,655662,104371
2004,Howrah,24,GEN,West Bengal,Swadesh Chakrabortty,Communist Party Of India (MARXIST),1240427,909246,246937
2004,Hyderabad,30,GEN,Andhra Pradesh,Asaduddin Owaisi,All India Majlis-E-Ittehadul Muslimoon,1770725,986387,100145
2004,Ichalkaranji,47,GEN,Maharashtra,Mane Nivedita Sambhajirao,Nationalist Congress Party,1215059,790264,101049
2004,Idukki,14,GEN,Kerala,K. Francis George,Kerala Congress,1034338,727964,69384
2004,Indore,26,GEN,Madhya Pradesh,Sumitra Mahajan (TAI),Bharatiya Janta Party,1678030,854240,193936
2004,Inner Manipur,1,GEN,Manipur,Dr. Thokchom Meinya,Indian National Congress,740718,416376,49333
2004,Jabalpur,14,ST,Madhya Pradesh,Rakesh Singh,Bharatiya Janta Party,1347885,572548,99531
2004,Jadavpur,18,GEN,West Bengal,Sujan Chakraborty,Communist Party Of India (MARXIST),1354946,1019775,89668
2004,Jagatsinghpur,7,SC,Orissa,Brahmananda Panda,Biju Janata Dal,1301496,928017,57262
2004,Jahanabad,38,SC,Bihar,Ganesh Prasad Singh,Rashtriya Janata Dal,1246756,863788,46438
2004,Jaipur,6,GEN,Rajasthan,Girdhari Lal Bhargava,Bharatiya Janta Party,1896856,880276,107186
2004,Jajpur,4,ST,Orissa,Mohan Jena,Biju Janata Dal,1278758,876068,51466
2004,Jalaun,58,GEN,Uttar Pradesh,Bhanu Pratap Singh Verma,Bharatiya Janta Party,1310156,579748,26791
2004,Jalesar,66,GEN,Uttar Pradesh,Pro. S.P Singh Baghel,Samajwadi Party,1240919,650313,106068
2004,Jalgaon,17,GEN,Maharashtra,Y. G. Mahajan (SIR),Bharatiya Janta Party,1239241,616072,20646
2004,Jalna,32,GEN,Maharashtra,Danve Raosaheb Dadarao Patil,Bharatiya Janta Party,1242929,755991,61332
2004,Jalore,22,GEN,Rajasthan,B. Susheela,Bharatiya Janta Party,1428584,654757,39192
2004,Jalpaiguri,3,SC,West Bengal,Minati Sen,Communist Party Of India (MARXIST),1104784,884971,180605
2004,Jammu,6,GEN,Jammu & Kashmir,Madan Lal Sharma,Indian National Congress,1849989,820595,17568
2004,Jamnagar,3,GEN,Gujarat,Ahir Vikrambhai Arjanbhai Madam,Indian National Congress,1072175,433392,5593
2004,Jamshedpur,9,GEN,Jharkhand,Sunil Kumar Mahato,Jharkhand Mukti Morcha,1372125,776508,105633
